"Metabolite","type","Estimate_Age","p_value_Age","Estimate_Sex","p_value_Sex","Estimate_Metabolite","Std_Error_Metabolite","df_Metabolite","p_value_Metabolite","Singular_fit_Metabolite","FDR_Metabolite","Compound.Name","CASNumber","Number.Passed","Retention.Time","Measured.Retention.Time","Product.Mass","QualifierMass"
"M.86","SBP",0.058,0.6557,-2.2694,0.4145,-0.0306,0.0227,61,0.184,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",27,8.13,8.080916,1003.7726,1005.7805
"M.86","DBP",-0.0151,0.8471,-0.3868,0.8172,-0.0209,0.0137,61,0.1337,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",27,8.13,8.080916,1003.7726,1005.7805
"M.86","Insulin",-0.0226,0.7231,-0.5969,0.6619,0.0086,0.0106,75,0.4195,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",27,8.13,8.080916,1003.7726,1005.7805
"M.86","Chol_T",-0.3241,0.2419,-5.7082,0.3334,0.0702,0.0406,68.6,0.08827,"FALSE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",27,8.13,8.080916,1003.7726,1005.7805
"M.86","TG",-0.2531,0.6289,-14.6463,0.1931,-0.0436,0.0873,76,0.6188,"TRUE",0.9759918,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",27,8.13,8.080916,1003.7726,1005.7805
"M.86","LDL",-0.2697,0.2014,-4.7737,0.2895,0.0542,0.035,76,0.1259,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",27,8.13,8.080916,1003.7726,1005.7805
"M.86","HDL",0.0094,0.9071,2.1664,0.2119,0.0259,0.013,73.88,0.05081,"FALSE",0.9337687,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",27,8.13,8.080916,1003.7726,1005.7805
"M.86","CRP",4e-04,0.985,-0.2467,0.5709,2e-04,0.0034,75,0.948,"TRUE",0.9996524,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",27,8.13,8.080916,1003.7726,1005.7805
"M.86","ApoB",-0.132,0.4079,-4.3215,0.2084,0.0393,0.0229,67.93,0.0912,"FALSE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",27,8.13,8.080916,1003.7726,1005.7805
"M.86","HDL_LDL",8e-04,0.4217,0.0339,0.1367,0,2e-04,73.76,0.9105,"FALSE",0.9996524,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",27,8.13,8.080916,1003.7726,1005.7805
"M.86","Chol_T_HDL",-0.0049,0.4754,-0.2906,0.05078,-5e-04,0.0011,73.72,0.6541,"FALSE",0.9759918,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",27,8.13,8.080916,1003.7726,1005.7805
"M.87","SBP",0.0559,0.6717,-2.8402,0.3092,0.0121,0.0265,61,0.6501,"TRUE",0.9759918,"C212 - 3.003","",6,3.003,3.0793,623.5074,624.5103
"M.87","DBP",-0.0167,0.8341,-0.7746,0.6459,0.0077,0.0161,61,0.6348,"TRUE",0.9759918,"C212 - 3.003","",6,3.003,3.0793,623.5074,624.5103
"M.87","Insulin",-0.0137,0.8276,-0.4917,0.7134,0.018,0.0113,75,0.1171,"TRUE",0.9457531,"C212 - 3.003","",6,3.003,3.0793,623.5074,624.5103
"M.87","Chol_T",-0.2698,0.3219,-4.6736,0.4168,0.1001,0.0432,70.01,0.02349,"FALSE",0.9337687,"C212 - 3.003","",6,3.003,3.0793,623.5074,624.5103
"M.87","TG",-0.0773,0.8706,-15.5355,0.1246,0.3558,0.0851,76,7.679e-05,"TRUE",0.0307839,"C212 - 3.003","",6,3.003,3.0793,623.5074,624.5103
"M.87","LDL",-0.2463,0.2483,-3.9849,0.3763,0.0425,0.0381,76,0.2685,"TRUE",0.9457531,"C212 - 3.003","",6,3.003,3.0793,623.5074,624.5103
"M.87","HDL",0.006,0.9407,2.5621,0.1395,-0.0093,0.0144,74.79,0.5213,"FALSE",0.972834,"C212 - 3.003","",6,3.003,3.0793,623.5074,624.5103
"M.87","CRP",0.0017,0.9328,-0.2478,0.5648,0.0028,0.0036,75,0.4368,"TRUE",0.9457531,"C212 - 3.003","",6,3.003,3.0793,623.5074,624.5103
"M.87","ApoB",-0.1098,0.4993,-3.7274,0.2823,0.0412,0.0247,66.9,0.0996,"FALSE",0.9457531,"C212 - 3.003","",6,3.003,3.0793,623.5074,624.5103
"M.87","HDL_LDL",7e-04,0.4981,0.0344,0.1224,-3e-04,2e-04,74.08,0.1142,"FALSE",0.9457531,"C212 - 3.003","",6,3.003,3.0793,623.5074,624.5103
"M.87","Chol_T_HDL",-0.0035,0.5973,-0.2996,0.03578,0.0028,0.0011,74.01,0.01605,"FALSE",0.825245,"C212 - 3.003","",6,3.003,3.0793,623.5074,624.5103
"M.88","SBP",0.0526,0.6903,-2.8614,0.3176,0.0021,0.0225,61,0.9251,"TRUE",0.9996524,"C222 - 1.38","",2,1.38,1.395517,1069.6285,1091.6049
"M.88","DBP",-0.0189,0.8132,-0.8645,0.6168,0.0042,0.0136,61,0.7606,"TRUE",0.978161,"C222 - 1.38","",2,1.38,1.395517,1069.6285,1091.6049
"M.88","Insulin",-0.0214,0.7379,-0.5263,0.7023,0.0031,0.0105,75,0.7709,"TRUE",0.979941,"C222 - 1.38","",2,1.38,1.395517,1069.6285,1091.6049
"M.88","Chol_T",-0.3092,0.2656,-6.0169,0.312,0.0645,0.0393,60.79,0.1058,"FALSE",0.9457531,"C222 - 1.38","",2,1.38,1.395517,1069.6285,1091.6049
"M.88","TG",-0.2371,0.6489,-17.2637,0.1259,0.0926,0.0853,76,0.2812,"TRUE",0.9457531,"C222 - 1.38","",2,1.38,1.395517,1069.6285,1091.6049
"M.88","LDL",-0.2594,0.2219,-4.8455,0.2882,0.0419,0.0346,76,0.2297,"TRUE",0.9457531,"C222 - 1.38","",2,1.38,1.395517,1069.6285,1091.6049
"M.88","HDL",0.0123,0.8785,2.3794,0.1704,0.0083,0.0131,76,0.5274,"TRUE",0.9759918,"C222 - 1.38","",2,1.38,1.395517,1069.6285,1091.6049
"M.88","CRP",-1e-04,0.995,-0.1915,0.6604,-0.0025,0.0033,75,0.4526,"TRUE",0.9457531,"C222 - 1.38","",2,1.38,1.395517,1069.6285,1091.6049
"M.88","ApoB",-0.122,0.459,-4.6832,0.1887,0.0473,0.0213,56.64,0.03026,"FALSE",0.9337687,"C222 - 1.38","",2,1.38,1.395517,1069.6285,1091.6049
"M.88","HDL_LDL",8e-04,0.4345,0.0367,0.1115,-1e-04,2e-04,67.13,0.4918,"FALSE",0.9568062,"C222 - 1.38","",2,1.38,1.395517,1069.6285,1091.6049
"M.88","Chol_T_HDL",-0.0047,0.4907,-0.318,0.03468,9e-04,0.0011,67.13,0.3821,"FALSE",0.9457531,"C222 - 1.38","",2,1.38,1.395517,1069.6285,1091.6049
"M.89","SBP",0.0061,0.9611,-4.0041,0.1357,-0.0727,0.0262,61,0.007269,"TRUE",0.5637504,"C224 - 3.75","",21,3.75,3.76775,653.5509,654.554
"M.89","DBP",-0.0574,0.4241,-1.7475,0.2526,-0.0603,0.015,61,0.0001548,"TRUE",0.0505859,"C224 - 3.75","",21,3.75,3.76775,653.5509,654.554
"M.89","Insulin",-0.0266,0.6818,-0.5758,0.6777,-0.0056,0.0134,75,0.6749,"TRUE",0.9759918,"C224 - 3.75","",21,3.75,3.76775,653.5509,654.554
"M.89","Chol_T",-0.2255,0.3951,-2.3625,0.6753,0.1022,0.0515,71.7,0.05111,"FALSE",0.9337687,"C224 - 3.75","",21,3.75,3.76775,653.5509,654.554
"M.89","TG",-0.1062,0.8394,-11.5888,0.3024,0.1689,0.1062,76,0.1159,"TRUE",0.9457531,"C224 - 3.75","",21,3.75,3.76775,653.5509,654.554
"M.89","LDL",-0.2019,0.3437,-2.32,0.6099,0.0745,0.0431,76,0.08803,"TRUE",0.9457531,"C224 - 3.75","",21,3.75,3.76775,653.5509,654.554
"M.89","HDL",0.0109,0.8942,2.5645,0.1502,4e-04,0.0166,69.94,0.982,"FALSE",0.9996524,"C224 - 3.75","",21,3.75,3.76775,653.5509,654.554
"M.89","CRP",-0.0031,0.8786,-0.331,0.4496,-0.0044,0.0042,75,0.3027,"TRUE",0.9457531,"C224 - 3.75","",21,3.75,3.76775,653.5509,654.554
"M.89","ApoB",-0.0764,0.6174,-2.4657,0.4514,0.062,0.0299,71.6,0.04179,"FALSE",0.9337687,"C224 - 3.75","",21,3.75,3.76775,653.5509,654.554
"M.89","HDL_LDL",6e-04,0.5477,0.0286,0.2015,-3e-04,2e-04,69.31,0.2307,"FALSE",0.9457531,"C224 - 3.75","",21,3.75,3.76775,653.5509,654.554
"M.89","Chol_T_HDL",-0.0033,0.6232,-0.258,0.07192,0.0018,0.0013,76,0.1815,"TRUE",0.9457531,"C224 - 3.75","",21,3.75,3.76775,653.5509,654.554
"M.9","SBP",0.0462,0.7278,-2.7242,0.3306,-0.0106,0.0275,61,0.7007,"TRUE",0.9759918,"C26 - 6.502","",56,6.502,6.4635,757.5966,759.6082
"M.9","DBP",-0.0285,0.721,-0.63,0.7076,-0.0162,0.0165,61,0.3316,"TRUE",0.9457531,"C26 - 6.502","",56,6.502,6.4635,757.5966,759.6082
"M.9","Insulin",-0.025,0.6996,-0.436,0.749,-0.0038,0.0133,75,0.7768,"TRUE",0.9802088,"C26 - 6.502","",56,6.502,6.4635,757.5966,759.6082
"M.9","Chol_T",-0.2964,0.2937,-4.9266,0.4075,0.0344,0.0517,73.72,0.508,"FALSE",0.9645837,"C26 - 6.502","",56,6.502,6.4635,757.5966,759.6082
"M.9","TG",-0.3639,0.4876,-14.0343,0.2056,-0.1494,0.1068,76,0.1659,"TRUE",0.9457531,"C26 - 6.502","",56,6.502,6.4635,757.5966,759.6082
"M.9","LDL",-0.2319,0.2802,-4.3713,0.3336,0.0487,0.0436,76,0.2676,"TRUE",0.9457531,"C26 - 6.502","",56,6.502,6.4635,757.5966,759.6082
"M.9","HDL",0.025,0.7593,2.3879,0.1704,0.0199,0.0164,75.99,0.2295,"FALSE",0.9457531,"C26 - 6.502","",56,6.502,6.4635,757.5966,759.6082
"M.9","CRP",-1e-04,0.995,-0.2385,0.5819,-7e-04,0.0042,75,0.8738,"TRUE",0.9922331,"C26 - 6.502","",56,6.502,6.4635,757.5966,759.6082
"M.9","ApoB",-0.1026,0.5333,-3.916,0.2632,0.0352,0.0293,71.96,0.2337,"FALSE",0.9457531,"C26 - 6.502","",56,6.502,6.4635,757.5966,759.6082
"M.9","HDL_LDL",7e-04,0.4827,0.0354,0.1181,-1e-04,2e-04,75.91,0.498,"FALSE",0.9581558,"C26 - 6.502","",56,6.502,6.4635,757.5966,759.6082
"M.9","Chol_T_HDL",-0.0052,0.4507,-0.2944,0.04736,-4e-04,0.0014,75.88,0.7528,"FALSE",0.9775398,"C26 - 6.502","",56,6.502,6.4635,757.5966,759.6082
"M.90","SBP",0.0559,0.6721,-3.0082,0.2896,0.011,0.0274,61,0.6893,"TRUE",0.9759918,"C229 - 1.3319999","",162,1.332,1.412117,1061.6603,1083.645
"M.90","DBP",-0.0107,0.8909,-1.251,0.4569,0.0269,0.0163,61,0.103,"TRUE",0.9457531,"C229 - 1.3319999","",162,1.332,1.412117,1061.6603,1083.645
"M.90","Insulin",-0.0179,0.7782,-0.7699,0.5752,0.0163,0.0138,75,0.2398,"TRUE",0.9457531,"C229 - 1.3319999","",162,1.332,1.412117,1061.6603,1083.645
"M.90","Chol_T",-0.3309,0.2398,-3.8746,0.5201,-0.0405,0.054,70.04,0.4565,"FALSE",0.9457531,"C229 - 1.3319999","",162,1.332,1.412117,1061.6603,1083.645
"M.90","TG",-0.2563,0.6256,-15.1925,0.183,-0.0058,0.1143,76,0.9595,"TRUE",0.9996524,"C229 - 1.3319999","",162,1.332,1.412117,1061.6603,1083.645
"M.90","LDL",-0.2689,0.2103,-3.8479,0.4054,-0.0058,0.0465,76,0.9019,"TRUE",0.9973807,"C229 - 1.3319999","",162,1.332,1.412117,1061.6603,1083.645
"M.90","HDL",0.0024,0.9762,3.1891,0.06805,-0.0333,0.0171,75.2,0.0551,"FALSE",0.9400567,"C229 - 1.3319999","",162,1.332,1.412117,1061.6603,1083.645
"M.90","CRP",1e-04,0.9942,-0.225,0.609,-0.001,0.0044,75,0.8261,"TRUE",0.9851732,"C229 - 1.3319999","",162,1.332,1.412117,1061.6603,1083.645
"M.90","ApoB",-0.1231,0.4592,-4.1861,0.2447,0.0274,0.0302,66.09,0.3671,"FALSE",0.9457531,"C229 - 1.3319999","",162,1.332,1.412117,1061.6603,1083.645
"M.90","HDL_LDL",8e-04,0.4551,0.0395,0.08455,-3e-04,2e-04,74.59,0.2107,"FALSE",0.9457531,"C229 - 1.3319999","",162,1.332,1.412117,1061.6603,1083.645
"M.90","Chol_T_HDL",-0.0044,0.5108,-0.3317,0.0271,0.0018,0.0014,74.49,0.2163,"FALSE",0.9457531,"C229 - 1.3319999","",162,1.332,1.412117,1061.6603,1083.645
"M.91","SBP",0.0529,0.6887,-2.8482,0.3275,-0.0016,0.029,61,0.9558,"TRUE",0.9996524,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",6,7.535,7.608133,997.7252,999.7375
"M.91","DBP",-0.0184,0.8185,-0.8162,0.6421,-0.0024,0.0176,61,0.8938,"TRUE",0.9955923,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",6,7.535,7.608133,997.7252,999.7375
"M.91","Insulin",-0.0185,0.7731,-0.6461,0.6411,-0.0079,0.0122,75,0.5171,"TRUE",0.968497,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",6,7.535,7.608133,997.7252,999.7375
"M.91","Chol_T",-0.3374,0.2344,-3.8237,0.5289,0.0353,0.0476,71.57,0.46,"FALSE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",6,7.535,7.608133,997.7252,999.7375
"M.91","TG",-0.2204,0.6742,-17.1057,0.134,-0.0773,0.0999,76,0.4415,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",6,7.535,7.608133,997.7252,999.7375
"M.91","LDL",-0.2886,0.1764,-2.854,0.5344,0.0473,0.0404,76,0.2458,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",6,7.535,7.608133,997.7252,999.7375
"M.91","HDL",0.0114,0.8882,2.5161,0.1565,-0.0017,0.0154,75.87,0.9114,"FALSE",0.9996524,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",6,7.535,7.608133,997.7252,999.7375
"M.91","CRP",0.0023,0.9103,-0.3393,0.439,-0.0042,0.0038,75,0.2834,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",6,7.535,7.608133,997.7252,999.7375
"M.91","ApoB",-0.1329,0.4206,-3.4971,0.3267,0.0079,0.0269,69.25,0.7695,"FALSE",0.9797422,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",6,7.535,7.608133,997.7252,999.7375
"M.91","HDL_LDL",0.001,0.3651,0.028,0.2271,-3e-04,2e-04,74.76,0.1676,"FALSE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",6,7.535,7.608133,997.7252,999.7375
"M.91","Chol_T_HDL",-0.0049,0.4698,-0.2951,0.05007,1e-04,0.0013,75.5,0.9213,"FALSE",0.9996524,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))","",6,7.535,7.608133,997.7252,999.7375
"M.92","SBP",0.0659,0.6142,-2.6451,0.3383,0.0225,0.0178,61,0.2113,"TRUE",0.9457531,"LysoPC(16:0)","",2,2.196,2.1918,496.3405,497.3452
"M.92","DBP",-0.011,0.8896,-0.658,0.6934,0.0133,0.0108,61,0.2243,"TRUE",0.9457531,"LysoPC(16:0)","",2,2.196,2.1918,496.3405,497.3452
"M.92","Insulin",-0.0166,0.7948,-0.4863,0.7188,0.0091,0.0086,75,0.2929,"TRUE",0.9457531,"LysoPC(16:0)","",2,2.196,2.1918,496.3405,497.3452
"M.92","Chol_T",-0.3438,0.2118,-4.5206,0.4354,-0.0407,0.0335,69.75,0.2295,"FALSE",0.9457531,"LysoPC(16:0)","",2,2.196,2.1918,496.3405,497.3452
"M.92","TG",-0.2626,0.6178,-15.2721,0.1726,-0.0127,0.0712,76,0.8591,"TRUE",0.9897291,"LysoPC(16:0)","",2,2.196,2.1918,496.3405,497.3452
"M.92","LDL",-0.2903,0.1727,-3.8647,0.3893,-0.0376,0.0286,76,0.1929,"TRUE",0.9457531,"LysoPC(16:0)","",2,2.196,2.1918,496.3405,497.3452
"M.92","HDL",0.007,0.9318,2.5712,0.1405,-0.006,0.0109,74.39,0.5824,"FALSE",0.9759918,"LysoPC(16:0)","",2,2.196,2.1918,496.3405,497.3452
"M.92","CRP",3e-04,0.9876,-0.243,0.5741,-1e-04,0.0027,75,0.9619,"TRUE",0.9996524,"LysoPC(16:0)","",2,2.196,2.1918,496.3405,497.3452
"M.92","ApoB",-0.1529,0.3228,-3.5763,0.2767,-0.0419,0.0185,68.02,0.02683,"FALSE",0.9337687,"LysoPC(16:0)","",2,2.196,2.1918,496.3405,497.3452
"M.92","HDL_LDL",9e-04,0.3863,0.034,0.1287,1e-04,1e-04,74.09,0.501,"FALSE",0.9581558,"LysoPC(16:0)","",2,2.196,2.1918,496.3405,497.3452
"M.92","Chol_T_HDL",-0.005,0.4582,-0.2973,0.04345,-3e-04,9e-04,73.83,0.7672,"FALSE",0.9793208,"LysoPC(16:0)","",2,2.196,2.1918,496.3405,497.3452
"M.93","SBP",0.0545,0.6777,-2.6205,0.3462,0.0298,0.0318,61,0.3524,"TRUE",0.9457531,"PA(O-20:0/13:0)","",21,3.087,3.137367,649.5188,650.5218
"M.93","DBP",-0.0185,0.8169,-0.718,0.6712,0.0054,0.0194,61,0.78,"TRUE",0.9802721,"PA(O-20:0/13:0)","",21,3.087,3.137367,649.5188,650.5218
"M.93","Insulin",-0.0223,0.7289,-0.4665,0.7323,-6e-04,0.0153,75,0.9707,"TRUE",0.9996524,"PA(O-20:0/13:0)","",21,3.087,3.137367,649.5188,650.5218
"M.93","Chol_T",-0.2246,0.3839,-2.9726,0.5861,0.2479,0.0556,74.73,2.862e-05,"FALSE",0.0218243,"PA(O-20:0/13:0)","",21,3.087,3.137367,649.5188,650.5218
"M.93","TG",-0.2238,0.6701,-14.7451,0.1879,0.0815,0.1253,76,0.5174,"TRUE",0.968497,"PA(O-20:0/13:0)","",21,3.087,3.137367,649.5188,650.5218
"M.93","LDL",-0.1913,0.3194,-2.5894,0.5243,0.1996,0.0457,76,3.906e-05,"TRUE",0.0237631,"PA(O-20:0/13:0)","",21,3.087,3.137367,649.5188,650.5218
"M.93","HDL",0.0201,0.8037,2.7281,0.1183,0.0251,0.0191,68.6,0.1945,"FALSE",0.9457531,"PA(O-20:0/13:0)","",21,3.087,3.137367,649.5188,650.5218
"M.93","CRP",-0.0017,0.9345,-0.2791,0.5157,-0.0058,0.0048,75,0.2355,"TRUE",0.9457531,"PA(O-20:0/13:0)","",21,3.087,3.137367,649.5188,650.5218
"M.93","ApoB",-0.0806,0.6127,-2.8292,0.4048,0.1299,0.0323,74.98,0.000139,"FALSE",0.0489126,"PA(O-20:0/13:0)","",21,3.087,3.137367,649.5188,650.5218
"M.93","HDL_LDL",6e-04,0.5586,0.0294,0.1664,-7e-04,2e-04,68.62,0.003762,"FALSE",0.373035,"PA(O-20:0/13:0)","",21,3.087,3.137367,649.5188,650.5218
"M.93","Chol_T_HDL",-0.0038,0.5728,-0.2789,0.05637,0.0028,0.0016,69.93,0.07757,"FALSE",0.9457531,"PA(O-20:0/13:0)","",21,3.087,3.137367,649.5188,650.5218
"M.94","SBP",0.0512,0.696,-2.5388,0.3621,0.0207,0.0211,61,0.3301,"TRUE",0.9457531,"C240 - 4.5639997","",6,4.564,4.4313,810.5303,832.5126
"M.94","DBP",-0.0198,0.8021,-0.5692,0.7346,0.0143,0.0128,61,0.2683,"TRUE",0.9457531,"C240 - 4.5639997","",6,4.564,4.4313,810.5303,832.5126
"M.94","Insulin",-0.0218,0.732,-0.4011,0.7672,0.0096,0.0106,75,0.3699,"TRUE",0.9457531,"C240 - 4.5639997","",6,4.564,4.4313,810.5303,832.5126
"M.94","Chol_T",-0.3211,0.255,-4.6449,0.4363,-0.001,0.0405,72.07,0.9806,"FALSE",0.9996524,"C240 - 4.5639997","",6,4.564,4.4313,810.5303,832.5126
"M.94","TG",-0.25,0.633,-15.4502,0.167,-0.0475,0.0847,76,0.5766,"TRUE",0.9759918,"C240 - 4.5639997","",6,4.564,4.4313,810.5303,832.5126
"M.94","LDL",-0.2655,0.2146,-4.0152,0.3757,-0.0187,0.0345,76,0.5881,"TRUE",0.9759918,"C240 - 4.5639997","",6,4.564,4.4313,810.5303,832.5126
"M.94","HDL",0.0078,0.9205,2.6423,0.1133,0.0279,0.0126,76,0.03017,"TRUE",0.9337687,"C240 - 4.5639997","",6,4.564,4.4313,810.5303,832.5126
"M.94","CRP",2e-04,0.9915,-0.2864,0.4969,-0.0067,0.0033,75,0.04677,"TRUE",0.9337687,"C240 - 4.5639997","",6,4.564,4.4313,810.5303,832.5126
"M.94","ApoB",-0.1294,0.4304,-3.6998,0.2915,-0.0029,0.0236,69,0.9013,"FALSE",0.9972922,"C240 - 4.5639997","",6,4.564,4.4313,810.5303,832.5126
"M.94","HDL_LDL",8e-04,0.4303,0.0351,0.1168,3e-04,2e-04,75.22,0.0763,"FALSE",0.9457531,"C240 - 4.5639997","",6,4.564,4.4313,810.5303,832.5126
"M.94","Chol_T_HDL",-0.0046,0.4737,-0.3077,0.02699,-0.0032,0.001,75.52,0.001989,"FALSE",0.2879784,"C240 - 4.5639997","",6,4.564,4.4313,810.5303,832.5126
"M.95","SBP",0.0426,0.7514,-3.7769,0.2038,0.0415,0.0308,58.15,0.1825,"FALSE",0.9457531,"C246 - 1.396","",161,1.396,1.36235,303.6473,304.1492
"M.95","DBP",-0.0261,0.741,-1.3455,0.4352,0.0252,0.0187,61,0.182,"TRUE",0.9457531,"C246 - 1.396","",161,1.396,1.36235,303.6473,304.1492
"M.95","Insulin",-0.0211,0.7422,-0.4172,0.7655,-0.002,0.0145,75,0.8884,"TRUE",0.9955923,"C246 - 1.396","",161,1.396,1.36235,303.6473,304.1492
"M.95","Chol_T",-0.3449,0.223,-5.9717,0.3266,0.0644,0.0556,73.19,0.2499,"FALSE",0.9457531,"C246 - 1.396","",161,1.396,1.36235,303.6473,304.1492
"M.95","TG",-0.2335,0.6567,-14.1144,0.2168,-0.0579,0.1169,76,0.6219,"TRUE",0.9759918,"C246 - 1.396","",161,1.396,1.36235,303.6473,304.1492
"M.95","LDL",-0.2899,0.1735,-5.2047,0.2582,0.0607,0.0471,76,0.2014,"TRUE",0.9457531,"C246 - 1.396","",161,1.396,1.36235,303.6473,304.1492
"M.95","HDL",0.0057,0.9441,2.2801,0.1974,0.0134,0.0179,76,0.4547,"FALSE",0.9457531,"C246 - 1.396","",161,1.396,1.36235,303.6473,304.1492
"M.95","CRP",1e-04,0.9973,-0.2598,0.5588,7e-04,0.0046,75,0.8734,"TRUE",0.9922331,"C246 - 1.396","",161,1.396,1.36235,303.6473,304.1492
"M.95","ApoB",-0.1462,0.3883,-4.4976,0.2218,0.0372,0.0316,67.24,0.243,"FALSE",0.9457531,"C246 - 1.396","",161,1.396,1.36235,303.6473,304.1492
"M.95","HDL_LDL",9e-04,0.3768,0.0389,0.09254,-2e-04,2e-04,75.92,0.3225,"FALSE",0.9457531,"C246 - 1.396","",161,1.396,1.36235,303.6473,304.1492
"M.95","Chol_T_HDL",-0.005,0.4638,-0.3046,0.04354,3e-04,0.0015,75.94,0.829,"FALSE",0.9851732,"C246 - 1.396","",161,1.396,1.36235,303.6473,304.1492
"M.96","SBP",0.0517,0.6819,-2.2814,0.3943,0.0536,0.0223,61,0.01919,"TRUE",0.9337687,"TG(18:2(9Z,12Z)/20:2n6/18:2(9Z,12Z))","",114,8.62,8.71135,943.7656,944.7687
"M.96","DBP",-0.0192,0.8079,-0.5698,0.7328,0.0186,0.0139,61,0.1855,"TRUE",0.9457531,"TG(18:2(9Z,12Z)/20:2n6/18:2(9Z,12Z))","",114,8.62,8.71135,943.7656,944.7687
"M.96","Insulin",-0.0233,0.7146,-0.3884,0.7748,0.0088,0.011,75,0.4266,"TRUE",0.9457531,"TG(18:2(9Z,12Z)/20:2n6/18:2(9Z,12Z))","",114,8.62,8.71135,943.7656,944.7687
"M.96","Chol_T",-0.3288,0.2538,-4.327,0.478,0.0388,0.0422,64.48,0.3611,"FALSE",0.9457531,"TG(18:2(9Z,12Z)/20:2n6/18:2(9Z,12Z))","",114,8.62,8.71135,943.7656,944.7687
"M.96","TG",-0.2496,0.634,-15.6172,0.1638,-0.037,0.0906,76,0.6838,"TRUE",0.9759918,"TG(18:2(9Z,12Z)/20:2n6/18:2(9Z,12Z))","",114,8.62,8.71135,943.7656,944.7687
"M.96","LDL",-0.2685,0.2104,-3.8951,0.3919,0.0073,0.0369,76,0.8431,"TRUE",0.9859004,"TG(18:2(9Z,12Z)/20:2n6/18:2(9Z,12Z))","",114,8.62,8.71135,943.7656,944.7687
"M.96","HDL",0.0078,0.9221,2.7278,0.1088,0.0203,0.0137,76,0.1434,"TRUE",0.9457531,"TG(18:2(9Z,12Z)/20:2n6/18:2(9Z,12Z))","",114,8.62,8.71135,943.7656,944.7687
"M.96","CRP",-5e-04,0.9802,-0.1901,0.6538,0.0063,0.0034,75,0.07151,"TRUE",0.9457531,"TG(18:2(9Z,12Z)/20:2n6/18:2(9Z,12Z))","",114,8.62,8.71135,943.7656,944.7687
"M.96","ApoB",-0.1274,0.4323,-3.7994,0.2739,-0.0125,0.0241,65.66,0.6057,"FALSE",0.9759918,"TG(18:2(9Z,12Z)/20:2n6/18:2(9Z,12Z))","",114,8.62,8.71135,943.7656,944.7687
